GeneID,Symbol
81849,ST6GALNAC5
256435,ST6GALNAC3
23258,DENND5A
23316,CUX2
51272,BET1L
55605,KIF21A
79070,POGLUT2
80114,BICC1
DYX6
25942,SIN3A
23309,SIN3B
23210,JMJD6
51226,COPZ2
79893,GGNBP2
79087,ALG12
389941,C1QL3
59349,KLHL12
219790,RTKN2
79646,PANK3
55229,PANK4
10144,FAM13A
54768,HYDIN
51535,PPHLN1
285512,FAM13A-AS1
220965,FAM13C
386653,IL31
9540,TP53I3
55922,NKRF
79085,SLC25A23
CELIAC2
267008,PGBD3P4
267010,RNU12
8835,SOCS2
SOCS1
441394,SUGT1P1
267016,HLA-X
9647,PPM1F
9021,SOCS3
122809,SOCS4
267013,HLA-DPA3
267017,HLA-Z
267015,HLA-S
267007,PGBD3P3
267006,PGBD3P2
84547,PGBD1
PGBD2
267004,PGBD3
161779,PGBD4
267005,PGBD3P1
NOXO1
79605,PGBD5
267014,HLA-N
347730,LRRTM1
26045,LRRTM2
347731,LRRTM3
80059,LRRTM4
51364,ZMYND10
283417,DPY19L2
727810,RPL21P17
342908,ZNF404
222537,HS3ST5
STOML3
84289,ING5
10474,TADA3
51147,ING4
55705,IPO9
79711,IPO4
449520,GGNBP1
267009,RPS9P2
254428,SLC41A1
10175,CNIH1
161271,OR4H12P
414763,BMS1P18
57820,CCNB1IP1
338567,KCNK18
51119,SBDS
84864,RIOX2
155340,OR7E136P
344729,OR7E140P
392138,OR2A25
391191,OR2AK2
127069,OR2T10
127077,OR2T11
401994,OR14I1
127059,OR2M5
284521,OR2L13
390053,OR52A4P
390054,OR52A5
392540,OR11N1P
441308,OR4F21
282754,OR4D12P
282756,OR7E149P
127064,OR2T12
391196,OR2M7
283110,OR52Z1
283111,OR51V1
282763,OR51B5
390058,OR51B6
282769,OR10AF1P
282770,OR10AG1
219417,OR8U1
282775,OR5J2
282776,OR8V1P
219968,OR5B21
390215,OR7E145P
390224,OR2AT2P
341152,OR2AT4
219865,OR8G5
282786,OR8G7P
390313,OR5BS1P
341568,OR8S1
282790,OR5BT1P
282791,OR8T1P
390329,OR6U2P
341418,OR6C4
401742,OR11K2P
282795,OR11P1P
391119,OR10J7P
343409,OR10J8P
391120,OR10J9P
282801,OR7E148P
402246,OR10AH1P
91405,PLEKHA3P1
9486,CHST10
60682,SMAP1
280657,SSX6P
280658,SSX7
280659,SSX8P
280660,SSX9P
133060,OTOP1
92736,OTOP2
347741,OTOP3
285641,SLC36A3
120103,SLC36A4
51086,TNNI3K
221357,GSTA5
55970,GNG12
94235,GNG8
STXBP5
STXBP6
91833,WDR20
326299,RPL27P1
319142,RPL12P5
326105,UBE2CP1
326316,RPS15AP2
319119,ATP5MC2P2
326291,RPL18P1
326317,RPS15AP3
326278,RPL13AP2
326628,RPA2P1
84073,MYCBPAP
51377,UCHL5
22848,AAK1
151306,GPBAR1
51207,DUSP13
83903,HASPIN
127933,UHMK1
494551,WEE2
22929,SEPHS1
22928,SEPHS2
440275,EIF2AK4
81607,NECTIN4
343035,RD3
387486,LINC00320
51102,MECR
29982,NRBF2
51117,COQ4
252983,STXBP4
9982,FGFBP1
80273,GRPEL1
93107,KCNG4
169522,KCNV2
10769,PLK2
10256,CNKSR1
22866,CNKSR2
9883,POM121
25989,ULK3
253935,ANGPTL5
54507,ADAMTSL4
197257,LDHD
280655,IGBP1P1
84439,HHIPL1
84976,DISP1
85455,DISP2
414764,HCG23
80821,DDHD1
63967,CLSPN
83445,GSG1
64396,GMCL2
59350,RXFP1
59352,LGR6
284835,LINC00323
124583,CANT1
642460,ANKRD30BP1
388830,LINC00316
378825,PICSAR
150135,LINC00479
284836,LINC00319
317749,DHRS4L2
728635,DHRS4L1
23214,XPO6
326627,RANBP20P
9852,EPM2AIP1
170370,FAM170B
23371,TNS2
319089,TTC6
22990,PCNX1
54813,KLHL28
122769,LRR1
29954,POMT2
9901,SRGAP3
57089,ENTPD7
132884,EVC2
122970,ACOT4
57217,TTC7A
23380,SRGAP2
23360,FNBP4
83982,IFI27L2
122509,IFI27L1
80230,RUFY1
55680,RUFY2
161882,ZFPM1
142689,ASB12
388585,HES5
79754,ASB13
142686,ASB14
142685,ASB15
92591,ASB16
127247,ASB17
401036,ASB18
319139,SNORD56B
145370,RPL21P7
326297,RPL26P2
326306,RPL39P2
326323,RPS27AP4
326298,RPL26P3
326301,RPL36AP2
326289,RPL18AP1
319145,RPL21P8
283562,RPL21P9
326309,RPL7AP5
326275,RPL12P7
122449,RPS29P1
145235,RPL24P3
326310,RPL7AP6
326303,RPL36P3
326312,RPS12P1
326308,RPL41P4
192133,RPS8P1
326325,RPS2P2
326321,RPS24P2
158674,RPSAP3
145499,RPLP1P1
326292,RPL22P2
319143,RPL21P10
326286,RPL17P3
326322,RPS24P3
326311,RPL9P6
646996,RAB42P1
157206,RPL21P11
326320,RPS18P2
326304,RPL36AP4
326279,RPL15P2
326293,RPL23AP10
326307,RPL3P4
326326,RPS2P3
283603,RPL26P4
326294,RPL23AP11
100129176,RPL13P6
122409,RPL21P12
326288,RPL17P4
319144,RPL21P13
319135,RPL10AP1
92427,RPS2P4
319136,ATP5MC1P1
319116,ATP6V1G1P1
319137,ATP5MC1P2
54566,EPB41L4B
57669,EPB41L5
319123,ZFP64P1
326276,SF3B4P1
145241,ADAM21P1
664611,H3F3AP2
25949,SYF2
283629,TSSK4
161424,NOP9
102725045,LINC02588
387978,LINC01551
283635,FAM177A1
400208,LINC00517
161198,CLEC14A
254170,FBXO33
122525,C14orf28
161357,MDGA2
122773,KLHDC1
145447,ABHD12B
161342,LINC00519
122786,FRMD6
93487,MAPK1IP1L
387332,TBPL2
100129075,KTN1-AS1
645687,LINC00520
122830,NAA30
341880,SLC35F4
145407,ARMH4
729665,CCDC175
341883,LRRC9
317761,C14orf39
91748,ELMSAN1
145483,FAM161B
80127,BBOF1
91750,LIN52
122961,ISCA2
145567,TTC7B
123036,TC2N
256369,CCDC197
161176,SYNE3
145389,SLC38A6
25833,POU2F3
400209,YTHDF2P1
54799,MBTD1
317702,VN1R3
55715,DOK4
SCARF2
317705,VN1R5
317703,VN1R4
317701,VN1R2
55568,GALNT10
10902,BRD8
63917,GALNT11
80314,EPC1
79695,GALNT12
11117,EMILIN1
84034,EMILIN2
166793,ZBTB49
51361,HOOK1
29911,HOOK2
79812,MMRN2
54475,NLE1
79849,PDZD3
283383,ADGRD1
58485,TRAPPC1
115362,GBP5
646721,SINHCAFP3
90135,BTBD6
83539,CHST9
57623,ZFAT
280661,EIF1AXP1
10325,RRAGB
64121,RRAGC
58528,RRAGD
55628,ZNF407
113746,ODF3
27334,P2RY10
54926,UBE2R2
138716,RPP25L
65083,NOL6
25853,DCAF12
340499,IMPDH1P1
493816,TUBBP4
652983,RPL35AP2
347240,KIF24
158172,SERPINH1P1
57462,MYORG
84688,C9orf24
203259,FAM219A
319102,ARHGAP16P
319138,BNIP3P1
100288948,BRD7P1
283631,BTF3P2
317778,SYF2P1
317774,SEPT7P1
317784,COILP1
319111,DNAJC8P1
319118,EIF4BP1
319132,HMGN2P1
319134,HNRNPUP1
326603,MTCO1P2
319127,NARSP1
326613,NUTF2P2
122552,PPIAP4
319121,YWHAQP1
319120,YWHAZP1
282679,AQP11
375318,AQP12A
27095,TRAPPC3
51399,TRAPPC4
157922,CAMSAP1
10248,POP7
201299,RDM1
DYX8
389158,PLSCR5
130367,SGPP2
79751,SLC25A22
9834,FAM30A
9766,SUSD6
9895,TECPR2
9692,KIAA0391
23116,TOGARAM1
9786,KIAA0586
23357,ANGEL1
22863,ATG14
23093,TTLL5
22846,VASH1
57544,TXNDC16
57578,UNC79
440193,CCDC88C
266812,NAP1L5
359809,PEG13
10001,MED6
112950,MED8
79789,CLMN
114822,RHPN1
85415,RHPN2
157506,RDH10
145226,RDH12
112724,RDH13
57665,RDH14
GNPNAT1
286751,OTSC4
401409,RAB19
339122,RAB43
10923,SUB1
54205,CYCS
284656,EPHA10
64682,ANAPC1
29882,ANAPC2
29945,ANAPC4
64582,GPR135
221391,OPN5
124274,GPR139
353345,GPR141
30000,TNPO2
255738,PCSK9
390482,AKR1B1P5
319093,RHOQP1
317780,CKS1BP1
319087,COX5AP2
319098,COX7A2P1
319099,DDX18P1
319112,EEF1A1P2
319115,EIF2S2P1
319117,EIF3LP1
319114,ENSAP2
122942,FXNP1
319140,GCATP1
319130,HMGB1P14
319131,HMGN1P1
317726,HMGN2P2
319133,HNRNPCP1
145259,RPSAP4
326596,MAD2L1P1
90352,MAGOH3P
326305,MOCS3P1
326605,NCOA4P1
326606,NDUFB8P1
326607,NMNAT1P1
145375,NUP50P1
326616,PDLIM1P1
122842,PPIAP5
319128,PPIAP6
326617,PSMA3P
122888,PTBP1P
326626,PTMAP7
326277,SETP2
326272,SNRPGP1
326269,SRMP2
326268,ABI1P1
319122,UNGP3
11056,DDX52
10486,CAP2
10487,CAP1
79797,ZNF408
25929,GEMIN5
79833,GEMIN6
79760,GEMIN7
326609,NT5CP1
326611,NT5CP2
317729,BLZF2P
317775,CHORDC2P
192127,SLC20A1P1
326300,HSPE1P2
326296,HSBP1P1
326614,PEBP1P1
326315,PTTG4P
122837,UBA52P3
23032,USP33
57478,USP31
57558,USP35
57602,USP36
57695,USP37
84101,USP44
84749,USP30
9736,USP34
84640,USP38
84132,USP42
55230,USP40
373856,USP41
10713,USP39
124739,USP43
81609,SNX27
9924,PAN2
64854,USP46
55031,USP47
619443,RPS26P7
25862,USP49
373509,USP50
85015,USP45
347252,IGFBPL1
317781,DDX51
168400,DDX53
79039,DDX54
57696,DDX55
90957,DHX57
123016,TTC8
350383,GPR142
64215,DNAJC1
122481,AK7
55729,ATF7IP
122622,ADSSL1
PFM3
122950,CYCSP1
122416,ANKRD9
145376,PPP1R36
91612,CHURC1
440184,CCDC196
161142,FAM71D
317760,ADAM20P1
55640,FLVCR2
283576,ZDHHC22
145249,LINC00618
388011,LINC01550
123099,DEGS2
283600,SLC25A47
123096,SLC25A29
283601,LINC00523
338002,LINC00524
145200,LINC00239
91828,EXOC3L4
105370683,LINC00677
122402,TDRD9
374569,ASPG
113146,AHNAK2
122616,CLBA1
283643,TEDC1
145438,FRMD6-AS1
161145,TMEM229B
161159,ACTN1-AS1
319085,ITPK1-AS1
283592,FAM181A-AS1
51218,GLRX5
378881,MIR381HG
388021,TMEM179
319129,RPSAP5
326608,NPM1P20
256281,NUDT14
353163,CAP2P1
390501,MPPE1P1
57862,ZNF410
4935,GPR143
643866,CBLN3
51167,CYB5R4
400224,PLEKHD1
145482,PTGR2
376267,RAB15
246213,SLC17A8
85446,ZFHX2
57680,CHD8
63874,ABHD4
55147,RBM23
84502,JPH4
25831,HECTD1
319103,SNORD8
326295,EIF4EBP1P1
9878,TOX4
60686,C14orf93
54930,HAUS4
57594,HOMEZ
57523,NYNRIN
23351,KHNYN
338004,LINC00226
338005,LINC00221
92703,TMEM183A
55726,INTS13
51026,GOLT1B
727682,TAB3-AS1
339344,MYPOP
55334,SLC39A9
51528,JKAMP
54916,TMEM260
55051,NRDE2
55102,ATG2B
DNAAF2
55195,CCDC198
55320,MIS18BP1
55451,LINC00216
55745,AP5M1
164045,HFM1
9533,POLR1C
327659,PUDPP2
414765,HCG25
55343,SLC35C1
327658,PUDPP1
55030,FBXO34
93589,CACNA2D4
115677,NOSTRIN
317648,NOP14-AS1
MCDR3
145173,B3GLCT
92960,PEX11G
347689,SOX2-OT
55668,GPATCH2L
51241,COX16
55218,EXD2
26175,TMEM251
55671,PPP4R3A
51077,FCF1
83694,RPS6KL1
55237,VRTN
8816,DCAF5
8193,DPF1
26153,KIF26A
100337616,CSN1S2BP
378882,MRX84
26094,DCAF4
286828,CSN1S2AP
23588,KLHDC2
245806,VGLL2
51004,COQ6
51466,EVL
IBD8
IBD9
92359,CRB3
OTSC5
64838,FNDC4
252995,FNDC5
100462776,RRAGAP1
54905,CYP2W1
260293,CYP4X1
83528,CYP51A1P1
84932,RAB2B
56257,MEPCE
161253,REM2
161742,SPRED1
84962,AJUBA
83530,CYP51A1P2
317687,BANF1P1
257144,GCSAM
23295,MGRN1
51460,SFMBT1
57713,SFMBT2
317691,VN1R9P
80344,DCAF11
22890,ZBTB1
26984,SEC22A
9818,NUP58
221150,SKA3
83852,SETDB2
376132,LRRC10
55608,ANKRD10
29880,ALG5
23508,TTC9
55017,C14orf119
25983,NGDN
90668,CARMIL3
51016,EMC9
29082,CHMP4A
56948,SDR39U1
25938,HEATR5A
112487,DTD2
80224,NUBPL
84837,ARHGAP5-AS1
122592,KRT18P6
338017,KRT8P1
390472,KRT8P2
100418877,KRT18P7
26037,SIPA1L1
54802,TRIT1
122011,CSNK1A1L
81617,CAB39L
80209,PROSER1
51719,CAB39
84945,ABHD13
10208,USPL1
26050,SLITRK5
22862,FNDC3A
114798,SLITRK1
55425,GPALPP1
81602,CDADC1
11339,OIP5
55356,SLC22A15
85413,SLC22A16
169026,SLC30A8
414152,C10orf105
142680,SLC34A3
79596,RNF219
23143,LRCH1
79774,GRTP1
283489,CHAMP1
51028,VPS36
93035,PKHD1L1
55015,PRPF39
83734,ATG10
83707,TRPT1
64093,SMOC1
55269,PSPC1
9724,UTP14C
85416,ZIC5
64094,SMOC2
23483,TGDS
29103,DNAJC15
64062,RBM26
55208,DCUN1D2
55002,TMCO3
51371,POMP
22821,RASA3
65110,UPF3A
317769,HOMER2P2
60592,SCOC
317768,HOMER2P1
100288613,UBE2NP1
55632,G2E3
317767,SCOCP1
166336,PRICKLE2
79683,ZDHHC14
158866,ZDHHC15
51527,GSKIP
55148,UBR7
55778,ZNF839
56967,C14orf132
63894,VIPAS39
64150,DIO3OS
64430,PCNX4
78990,OTUB2
79609,VCPKMT
79696,ZC2HC1C
84520,GON7
90141,EFCAB11
145195,LINC02691
145508,CEP128
145581,LRFN5
171546,SPTSSA
283638,CEP170B
9870,AREL1
26030,PLEKHG3
85457,CIPC
387914,SHISA2
10129,FRY
23091,ZC3H13
28984,RGCC
121793,TEX29
126328,NDUFA11
54539,NDUFB11
51324,SPG21
219409,GSX1
OTSC6
285362,SUMF1
259240,WFDC9
55364,IMPACT
84666,RETNLB
56729,RETN
58472,SQOR
23213,SULF1
55959,SULF2
84107,ZIC4
CLAM
29992,PILRA
80063,ATF7IP2
780776,TVP23A
51030,TVP23B
326591,MORF4L1P1
326594,MORF4L1P2
326593,MORF4L1P3
643915,MORF4L2P1
286887,KRT6C
125972,CALR3
379003,DFNB40
165545,DQX1
374454,KRT77
54474,KRT20
25870,SUMF2
400206,DPPA3P2
23047,PDS5B
9684,LRRC14
80183,RUBCNL
LNX2
51082,POLR1D
55812,SPATA7
51562,MBIP
163223,ZNF676
100188954,DNMBP-AS1
340205,TREML1
326340,ZAR1
130872,AHSA2P
100507650,RNF212B
65109,UPF3B
127018,LYPLAL1
140576,S100A16
64319,FBRS
9788,MTSS1
MBD5
114785,MBD6
654790,PCP4L1
353238,PADI6
390259,BSX
57590,WDFY1
51141,INSIG2
55554,KLK15
84172,POLR1B
55743,CHFR
84231,TRAF7
9781,RNF144A
155051,CRYGN
26301,GBGT1
29922,NME7
23137,SMC5
79677,SMC6
317716,BPIFA4P
51690,LSM7
51691,LSM8
27257,LSM1
83990,BRIP1
147138,TMC8
63904,DUSP21
149708,WFDC5
259239,WFDC11
280664,WFDC10B
115361,GBP4
115825,WDFY2
338436,BLACE
219333,USP12
337867,UBAC2
122945,NOXRED1
112849,L3HYPDH
112840,WDR89
90050,FAM181A
84334,APOPT1
84193,SETD3
84075,FSCB
81892,SLIRP
80017,DGLUCY
79944,L2HGDH
79820,CATSPERB
283375,SLC39A5
126961,HIST2H3C
333932,HIST2H3A
92815,HIST3H2A
317772,HIST2H2AB
79882,ZC3H14
121504,HIST4H4
80757,TMEM121
84312,BRMS1L
283507,SUGT1P3
128312,HIST3H2BB
337872,HIST3H2BA
337873,HIST2H2BC
337874,HIST2H2BD
386672,KRTAP10-4
386674,KRTAP10-6
386681,KRTAP10-8
386678,KRTAP10-11
353332,KRTAP12-1
353323,KRTAP12-2
386683,KRTAP12-3
386684,KRTAP12-4
386685,KRTAP10-12
337875,HIST2H2BA
64285,RHBDF1
55796,MBNL3
115701,ALPK2
SV2A
10201,NME6
23471,TRAM1
57018,CCNL1
81669,CCNL2
116337,PANX3
284541,CYP4A22
57404,CYP20A1
340665,CYP26C1
120227,CYP2R1
56603,CYP26B1
113612,CYP2U1
199974,CYP4Z1
84912,SLC35B4
51449,PCYOX1
56888,KCMF1
100130448,MRS2P1
23339,VPS39
51162,EGFL7
23281,MTUS2
55578,SUPT20H
51569,UFM1
83752,LONP2
142683,ITLN2
151295,SLC23A3
641842,SLC23A4P
79947,DHDDS
22894,DIS3
259173,ALS2CL
8100,IFT88
387923,SERP2
497258,BDNF-AS
7965,AIMP2
23239,PHLPP1
283652,SLC24A5
81550,TDRD3
163589,TDRD5
338396,TAS2R2P
448990,TAS2R6P
64780,MICAL1
388121,TNFAIP8L3
341019,DCDC1
55636,CHD7
284904,SEC14L4
51194,IPO11
163051,ZNF709
84330,ZNF414
158441,PSMA7P
257093,PSME2P1
121131,PSMB3P1
266723,PSMC6P1
23198,PSME4
55786,ZNF415
56896,DPYSL5
338398,TAS2R60
338399,TAS2R62P
338413,TAS2R63P
338412,TAS2R64P
219855,SLC37A2
55659,ZNF416
147687,ZNF417
147686,ZNF418
79744,ZNF419
147923,ZNF420
84255,SLC37A3
79770,TXNDC15
285195,SLC9A9
338391,HIST2H2BB
51735,RAPGEF6
56951,C5orf15
10103,TSPAN1
10100,TSPAN2
90139,TSPAN18
115286,SLC25A26
29957,SLC25A24
114789,SLC25A25
94239,H2AFV
55800,SCN3B
114112,TXNRD3
401250,MCCD1
128239,IQGAP3
117581,TWIST2
23133,PHF8
390443,RNASE9
84735,CNDP1
124626,ZPBP2
338440,ANO9
338411,TELAB1
65065,NBEAL1
338434,CANDN1
338435,SCA25
150696,PROM2
139135,PASD1
107133522,DHX40P1
155054,ZNF425
10230,NBR2
121278,TPH2
30010,NXPH1
54466,SPIN2A
55140,ELP3
116138,KLHDC3
93377,OPALIN
10307,APBB3
79811,SLTM
79413,ZBED2
84327,ZBED3
84243,ZDHHC18
131540,ZDHHC19
84287,ZDHHC16
58526,MID1IP1
64837,KLC2
147700,KLC3
161725,OTUD7A
9889,ZBED4
341965,VDAC3P1
246720,DYNLL1P1
731308,DYNLL1P2
79088,ZNF426
23256,SCFD1
192132,GOLGA4P2
23315,SLC9A8
285231,FBXW12
80210,ARMC9
59345,GNB4
414153,SNRPEP2
84447,SYVN1
253430,IPMK
643719,SCGB1B2P
84553,FAXC
151354,LRATD1
83667,SESN2
55120,FANCL
253832,ZDHHC20
340481,ZDHHC21
23001,WDFY3
113829,SLC35A4
57113,TRPC7
9765,ZFYVE16
79666,PLEKHF2
84936,ZFYVE19
64145,RBSN
79038,ZFYVE21
23503,ZFYVE26
51479,ANKFY1
79156,PLEKHF1
112714,TUBA3E
7846,TUBA1A
27295,PDLIM3
84790,TUBA1C
MYMY3
641312,SAR1AP2
10383,TUBB4B
10381,TUBB3
347688,TUBB8
10382,TUBB4A
51175,TUBE1
84617,TUBB6
203068,TUBB
64579,NDST4
389610,XKR5
574533,NUDT15P2
333926,PPM1J
79651,RHBDF2
84971,ATG4D
23192,ATG4B
347713,DFNA42
55032,SLC35A5
83937,RASSF4
54821,ERCC6L
119467,CLRN3
166824,RASSF6
79901,CYBRD1
10237,SLC35B1
11046,SLC35D2
23169,SLC35D1
644739,WASF4P
79939,SLC35E1
126299,ZNF428
386616,SCKL3
90649,ZNF486
80264,ZNF430
170959,ZNF431
9668,ZNF432
163059,ZNF433
54925,ZSCAN32
80345,ZSCAN16
80818,ZNF436
55818,KDM3A
57649,PHF12
353088,ZNF429
131578,LRRC15
347732,CATSPER3
219931,TPCN2
255631,COL24A1
64123,ADGRL4
57628,DPP10
57463,AMIGO1
164633,CABP7
196743,PAOX
116113,FOXP4
165829,GPR156
388697,HRNR
54874,FNBP1L
84219,WDR24
153830,RNF145
83591,THAP2
90326,THAP3
55145,THAP1
79923,NANOG
23516,SLC39A14
91252,SLC39A13
221074,SLC39A12
57181,SLC39A10
64116,SLC39A8
9906,SLC35E2A
55508,SLC35E3
150947,PPIL1P1
84870,RSPO3
84539,MCHR2
57621,ZBTB2
27302,BMP10
84154,RPF2
221336,BEND6
112495,GTF3C6
90594,ZNF439
126070,ZNF440
126068,ZNF441
56897,WRNIP1
79973,ZNF442
10224,ZNF443
57524,CASKIN1
137964,GPAT4
347744,C6orf52
55003,PAK1IP1
284161,GDPD1
57480,PLEKHG1
56895,AGPAT4
55326,AGPAT5
79712,GTDC1
9860,LRIG2
414332,LCN10
54880,BCOR
283209,PGM2L1
51605,TRMT6
85403,EAF1
22873,DZIP1
125061,AFMID
388552,BLOC1S3
80216,ALPK1
100420308,ITM2BP1
401494,HACD4
548593,SLX1A
100130935,CSAG4
10714,POLD3
389668,XKR9
SCGB1B3P
26054,SENP6
57125,PLXDC1
9804,TOMM20
94234,FOXQ1
51522,TMEM14C
100505879,KIF25-AS1
51534,VTA1
9749,PHACTR2
135154,SDHAF4
57583,TMEM181
22828,SCAF8
352999,C6orf58
23294,ANKS1A
64422,ATG3
126374,WTIP
112939,NACC1
79697,RIOX1
728619,ASB9P1
22859,ADGRL1
23284,ADGRL3
SMAN1
134860,TAAR9
319100,TAAR6
57633,LRRN1
56950,SMYD2
64168,NECAB1
282991,BLOC1S2
51442,VGLL1
150572,SMYD1
51281,ANKMY1
79992,AGPAT4-IT1
349565,NMNAT3
221692,PHACTR1
79632,FAM184A
10799,RPP40
51389,RWDD1
54993,ZSCAN2
25842,ASF1A
55723,ASF1B
84225,ZMYND15
81688,C6orf62
55856,ACOT13
118490,MSS51
100133259,CBX1P5
341511,RPL23AP14
130749,CPO
84898,PLXDC2
84168,ANTXR1
27145,FILIP1
51557,LGSN
266553,OFCC1
353274,ZNF445
284697,BTBD8
55278,QRSL1
57224,NHSL1
57505,AARS2
25844,YIPF3
9820,CUL7
55776,SAYSD1
387066,SNHG5
255239,ANKK1
220929,ZNF438
55843,ARHGAP15
353219,KAAG1
57531,HACE1
29078,NDUFAF4
93663,ARHGAP18
55663,ZNF446
65982,ZSCAN18
203523,ZNF449
51406,NOL7
51696,HECA
116150,NUS1
83394,PITPNM3
57605,PITPNM2
26207,PITPNC1
54901,CDKAL1
54516,MTRF1L
222658,KCTD20
91749,MFSD4B
83861,RSPH3
25902,MTHFD1L
55780,ERMARD
221421,RSPH9
9587,MAD2L1BP
134266,GRPEL2
84947,SERAC1
10667,FARS2
26002,MOXD1
79446,WDR25
9481,SLC25A27
51256,TBC1D7
114826,SMYD4
401258,RAB44
653639,LYPLA2P1
55298,RNF121
389434,IYD
79694,MANEA
81567,TXNDC5
116254,GINM1
114801,TMEM200A
28978,TMEM14A
23070,CMTR1
51020,HDDC2
59351,PBOV1
60487,TRMT11
135112,NCOA7
11231,SEC63
83443,SF3B5
57579,FAM135A
57534,MIB1
151888,BTLA
79966,SCD5
100128327,TRAPPC3L
26036,ZNF451
79865,TREML2
221301,CALHM4
154150,HDGFL1
54438,GFOD1
63933,MCUR1
25901,CCDC28A
221481,ARMC12
9444,QKI
51596,CUTA
113402,SFT2D1
63027,SLC22A23
22832,CEP162
389362,PSMG4
84498,FAM120B
387071,FAM136BP
23506,BICRAL
441123,LINC00266-3
65989,DLK2
221477,C6orf89
113115,MTFR2
387074,RPL35AP3
345930,ECT2L
728770,DNM1P5
400403,DNM1P9
100131084,DNM1P17
387553,DNM1P18
387554,DNM1P19
285737,CCRL1P1
9841,ZBTB24
29940,DSE
57333,RCN3
116225,ZMYND19
79845,RNF122
63891,RNF123
80742,PRR3
54941,RNF125
55658,RNF126
79836,LONRF3
79589,RNF128
168433,RNF133
29116,MYLIP
84108,PCGF6
404672,GTF2H5
84282,RNF135
50862,RNF141
90632,LINC00473
55128,TRIM68
166655,TRIM60
9656,MDC1
57826,RAP2C
121268,RHEBL1
57595,PDZD4
55288,RHOT1
89941,RHOT2
134637,ADAT2
84946,LTV1
153918,ZC2HC1B
340152,ZC3H12D
55005,RMND1
80129,CCDC170
100130967,C6orf99
389432,SAMD5
387082,SUMO4
348995,NUP43
84624,FNDC1
154197,PNLDC1
79969,ATAT1
139604,MAGEB16
267012,DAOA
84217,ZMYND12
222696,ZSCAN23
23033,DOP1A
729583,LINC01556
352963,HLA-P
79152,FA2H
54985,HCFC1R1
57326,PBXIP1
285676,ZNF454
221458,KIF6
222643,UNC5CL
26034,IPCEF1
84894,LINGO1
645191,LINGO3
158038,LINGO2
80232,WDR26
138715,ARID3C
80350,LPAL2
83887,TTLL2
79747,ADGB
57221,ARFGEF3
84830,ADTRP
64771,ILRUN
54887,UHRF1BP1
10591,DNPH1
22858,ICK
135295,SRSF12
114792,KLHL32
25957,PNISR
154442,BVES-AS1
221302,ZUP1
79872,CBLL1
57497,LRFN2
114781,BTBD9
58527,ABRACL
168002,DACT2
112609,MRAP2
168090,C6orf118
353267,RAMACL
26238,LINC01558
653483,AFDN-DT
84300,UQCC2
221468,TMEM217
154467,CCDC167
79981,FRMD1
54435,HCG4
10255,HCG9
221496,LEMD2
221476,PI16
285848,PNPLA1
387263,C6orf120
253769,WDR27
401288,LINC00242
389383,CLPSL2
340204,CLPSL1
157317,CYCSP55
222662,LHFPL5
401285,TCP10L2
222642,TSPO2
221443,OARD1
387090,RPL36AP5
65981,CAPRIN2
606293,KLKP1
392265,CDK5P1
55515,ASIC4
51279,C1RL
88455,ANKRD13A
126206,NLRP5
83743,GRWD1
55811,ADCY10
445573,ATP5MFP3
647024,C6orf132
23304,UBR2
171558,PTCRA
9783,RIMS3
256158,HMCN2
23510,KCTD2
54869,EPS8L1
64787,EPS8L2
79574,EPS8L3
65985,AACS
9696,CROCC
79897,RPP21
221545,C6orf136
147040,KCTD11
113622,ADPRHL1
54936,ADPRHL2
51133,KCTD3
84266,ALKBH7
147409,DSG4
60481,ELOVL5
150678,COPS9
441151,TMEM151B
29123,ANKRD11
54808,DYM
390598,SKOR1
129807,NEU4
146760,RTN4RL1
282974,STK32C
23161,SNX13
81847,RNF146
51450,PRRX2
221400,TDRD6
353293,SPG23
GLC1K
439934,LINC00575
347736,NME9
51359,ERVH-4
442213,PTCHD4
55166,CENPQ
79682,CENPU
389396,GLYATL3
8050,PDHX
135398,C6orf141
442216,RPS17P5
401265,KLHL31
353376,TICAM2
90523,MLIP
84940,CORO6
222584,FAM83B
54511,HMGCLL1
57691,KIAA1586
221749,PXDC1
222826,FAM217A
100129772,TMPOP1
57128,LYRM4
80759,KHDC1
115004,CGAS
154007,SNRNP48
285855,RPL7L1
377381,RPL24P4
83931,STK40
88745,RRP36
221424,LRRC73
642489,FKBP1C
642443,ADH5P4
79627,OGFRL1
221717,MRPL48P1
79940,LINC00472
90025,UBE3D
441161,OOEP
285785,RPL39P3
81853,TMEM14B
112611,RWDD2A
56884,FSTL5
167681,PRSS35
23105,FSTL4
134701,RIPPLY2
56833,SLAMF8
114836,SLAMF6
25950,RWDD3
57823,SLAMF7
353013,RPL7AP7
51099,ABHD5
256380,SCML4
57406,ABHD6
121643,FOXN4
100127905,SMIM11P1
57150,SMIM8
353347,DFNA53
206412,C6orf163
63914,LINC01590
154313,CFAP206
57038,RARS2
55122,AKIRIN2
135293,PM20D2
254700,USP12PX
84883,AIFM2
27293,SMPDL3B
23552,CDK20
114987,WDR31
54442,KCTD5
80173,IFT74
51754,TMEM8B
100422273,KCTD9P1
651053,DDX18P2
554354,LARP4P
105375355,UPK3B
84280,BTBD10
145864,HAPLN3
80760,ITIH5
387559,FGF7P1
145282,MIPOL1
54542,RC3H2
392486,GPR165P
7978,MTERF1
